case_id,invoice_amount,days_overdue,customer_type,credit_score,past_recovery_rate,dispute_history,dca_id,dca_performance_score,sla_breach_count,recovered,customer_id,customer_name,case_created_date,assigned_date,case_status,amount_recovered,payment_date,case_closed_date,risk_score,priority_level,action_count,last_action_type,last_action_date,next_followup_date,escalation_flag,escalation_reason
CASE_11018,247113,137,SME,833,0.45,0,DCA_C,79,1,1,CUST_12017,John Jones,2024-08-31,2024-09-03,PAID,238310.74,2024-12-06,2024-12-06,32.0,LOW,11,SMS,2024-10-07,,1,SLA Breach
CASE_11019,81298,82,SME,711,0.94,0,DCA_A,54,2,1,CUST_12018,Linda Gonzalez,2024-10-25,2024-10-27,PAID,78833.1,2024-11-04,2024-11-04,30.9,LOW,6,Email,2024-10-27,,1,SLA Breach
CASE_11020,64238,141,Enterprise,393,0.95,1,DCA_D,97,0,0,CUST_12019,Garcia Inc,2024-08-27,2024-08-28,DISPUTE,0.0,,,82.9,HIGH,7,Physical Visit,2024-12-10,2025-01-16,1,Contact Info Invalid
CASE_11021,264425,137,Enterprise,641,0.39,1,DCA_A,85,0,0,CUST_12020,Jones Corp,2024-08-31,2024-09-03,OPEN,0.0,,,59.4,MEDIUM,10,Legal Notice,2024-11-30,2025-01-25,0,
CASE_11022,110433,4,SME,587,0.9,0,DCA_B,56,1,0,CUST_12021,Mary Martinez,2025-01-11,2025-01-12,OPEN,0.0,,,24.8,LOW,10,SMS,2025-01-15,2025-01-17,1,SLA Breach
CASE_11023,112092,162,SME,566,0.74,0,DCA_B,62,0,0,CUST_12022,Jennifer Davis,2024-08-06,2024-08-09,OPEN,0.0,,,61.8,MEDIUM,8,Legal Notice,2024-08-26,2025-01-29,1,SLA Breach
CASE_11024,269291,7,SME,831,0.6,0,DCA_D,64,0,1,CUST_12023,Karen Gonzalez,2025-01-08,2025-01-09,PAID,268316.77,2025-01-09,2025-01-09,3.3,LOW,9,SMS,2025-01-09,,0,
CASE_11025,234991,15,SME,524,0.52,0,DCA_D,53,3,1,CUST_12024,Thomas Miller,2024-12-31,2025-01-02,PAID,222303.49,2025-01-12,2025-01-12,33.0,LOW,4,WhatsApp Reminder,2025-01-07,,1,SLA Breach
CASE_11026,497467,38,Enterprise,468,0.71,0,DCA_D,84,0,0,CUST_12025,Gonzalez Group,2024-12-08,2024-12-08,OPEN,0.0,,,43.2,LOW,10,Legal Notice,2024-12-30,2025-01-25,0,
CASE_11027,305589,91,SME,622,0.85,0,DCA_B,99,1,0,CUST_12026,Susan Davis,2024-10-16,2024-10-18,OPEN,0.0,,,40.9,LOW,12,WhatsApp Reminder,2025-01-13,2025-01-29,1,SLA Breach
CASE_11028,189875,52,SME,855,0.32,0,DCA_B,54,1,1,CUST_12027,Jennifer Garcia,2024-11-24,2024-11-26,PAID,187396.45,2025-01-04,2025-01-04,11.1,LOW,8,Email,2024-12-09,,1,SLA Breach
CASE_11029,197180,81,SME,394,0.65,0,DCA_B,62,2,1,CUST_12028,Charles Johnson,2024-10-26,2024-10-28,PAID,192955.25,2025-01-01,2025-01-01,59.5,MEDIUM,13,Email,2024-12-15,,1,SLA Breach
CASE_11030,111170,100,SME,661,0.72,1,DCA_D,82,1,0,CUST_12029,Charles Garcia,2024-10-07,2024-10-08,OPEN,0.0,,,49.4,LOW,3,Legal Notice,2025-01-10,2025-01-22,1,Customer Unresponsive
CASE_11031,400229,7,SME,865,0.32,1,DCA_B,69,0,0,CUST_12030,Charles Garcia,2025-01-08,2025-01-08,OPEN,0.0,,,10.2,LOW,5,Legal Notice,2025-01-13,2025-01-29,0,
CASE_11032,352761,107,SME,893,0.88,0,DCA_B,96,1,0,CUST_12031,Sarah Gonzalez,2024-09-30,2024-10-01,DISPUTE,0.0,,,19.9,LOW,14,WhatsApp Reminder,2024-12-30,2025-01-26,1,Customer Unresponsive
CASE_11033,218482,45,SME,763,0.92,0,DCA_D,57,1,1,CUST_12032,Jennifer Davis,2024-12-01,2024-12-02,PAID,200856.02,2024-12-22,2024-12-22,17.9,LOW,10,Email,2024-12-07,,1,SLA Breach
CASE_11034,320646,59,SME,810,0.7,1,DCA_A,96,0,1,CUST_12033,Sarah Davis,2024-11-17,2024-11-19,PAID,310281.92,2025-01-07,2025-01-07,26.7,LOW,5,Physical Visit,2025-01-06,,0,
CASE_11035,122116,122,SME,566,0.38,0,DCA_D,66,0,0,CUST_12034,Charles Martinez,2024-09-15,2024-09-17,OPEN,0.0,,,52.9,MEDIUM,14,Physical Visit,2024-12-20,2025-01-29,0,
CASE_11036,304899,21,SME,625,0.91,0,DCA_B,54,1,0,CUST_12035,Barbara Hernandez,2024-12-25,2024-12-27,OPEN,0.0,,,25.1,LOW,9,Email,2024-12-30,2025-01-17,1,Refusal to Pay
CASE_11037,144805,156,SME,432,0.82,1,DCA_A,80,1,0,CUST_12036,Richard Miller,2024-08-12,2024-08-14,DISPUTE,0.0,,,82.7,HIGH,11,WhatsApp Reminder,2024-11-11,2025-01-24,1,Contact Info Invalid
CASE_11038,276623,3,SME,661,0.32,0,DCA_D,57,0,1,CUST_12037,Sarah Smith,2025-01-12,2025-01-13,PAID,276016.43,2025-01-14,2025-01-14,17.8,LOW,2,Email,2025-01-14,,0,
CASE_11039,80361,142,SME,648,0.68,0,DCA_D,51,0,1,CUST_12038,Richard Davis,2024-08-26,2024-08-29,PAID,80105.58,2024-12-27,2024-12-27,49.9,LOW,6,Legal Notice,2024-11-21,,0,
CASE_11040,157376,2,SME,846,0.37,0,DCA_C,50,0,0,CUST_12039,Patricia Anderson,2025-01-13,2025-01-15,OPEN,0.0,,,0.8,LOW,2,WhatsApp Reminder,2025-01-15,2025-01-19,0,
CASE_11041,433910,29,SME,858,0.39,0,DCA_B,75,2,0,CUST_12040,Mary Johnson,2024-12-17,2024-12-18,DISPUTE,0.0,,,5.7,LOW,2,Physical Visit,2025-01-09,2025-01-21,1,SLA Breach
CASE_11042,129232,146,Enterprise,567,0.43,0,DCA_B,56,3,0,CUST_12041,Anderson Technologies,2024-08-22,2024-08-23,OPEN,0.0,,,58.2,MEDIUM,10,Legal Notice,2024-12-07,2025-01-19,1,SLA Breach
CASE_11043,372730,37,SME,343,0.56,0,DCA_C,61,1,0,CUST_12042,Robert Hernandez,2024-12-09,2024-12-12,IN_PROGRESS,0.0,,,54.3,MEDIUM,13,Email,2024-12-12,2025-01-22,1,SLA Breach
CASE_11044,86171,173,SME,577,0.87,0,DCA_C,63,2,0,CUST_12043,Barbara Martinez,2024-07-26,2024-07-27,OPEN,0.0,,,63.3,MEDIUM,7,Email,2024-11-24,2025-01-23,1,SLA Breach
CASE_11045,381295,45,SME,438,0.32,0,DCA_C,72,0,1,CUST_12044,John Johnson,2024-12-01,2024-12-01,PAID,367411.93,2025-01-04,2025-01-04,47.5,LOW,1,Email,2024-12-30,,0,
CASE_11046,91296,152,Enterprise,610,0.75,0,DCA_C,74,0,0,CUST_12045,Rodriguez LLC,2024-08-16,2024-08-17,DISPUTE,0.0,,,55.6,MEDIUM,2,SMS,2024-11-06,2025-01-18,1,High Value Risk
CASE_11047,145562,120,Enterprise,536,0.93,0,DCA_C,74,0,0,CUST_12046,Anderson Enterprises,2024-09-17,2024-09-20,IN_PROGRESS,0.0,,,55.2,MEDIUM,9,Call,2025-01-04,2025-01-24,0,
CASE_11048,157324,46,Enterprise,565,0.72,1,DCA_A,64,1,0,CUST_12047,Lopez Systems,2024-11-30,2024-12-02,OPEN,0.0,,,46.1,LOW,12,Email,2024-12-16,2025-01-22,1,SLA Breach
CASE_11049,142934,140,Enterprise,469,0.83,1,DCA_C,85,2,0,CUST_12048,Lopez Corp,2024-08-28,2024-08-29,OPEN,0.0,,,75.7,HIGH,3,Email,2024-11-13,2025-01-18,1,SLA Breach
CASE_11050,246535,53,SME,515,0.89,1,DCA_D,89,0,0,CUST_12049,Susan Lopez,2024-11-23,2024-11-23,IN_PROGRESS,0.0,,,52.2,MEDIUM,1,SMS,2024-11-28,2025-01-28,0,
CASE_11051,337103,45,Enterprise,416,0.76,0,DCA_C,71,1,0,CUST_12050,Rodriguez Logistics,2024-12-01,2024-12-01,OPEN,0.0,,,49.5,LOW,9,Physical Visit,2024-12-30,2025-01-20,1,SLA Breach
CASE_11052,408666,32,SME,537,0.73,0,DCA_B,60,2,0,CUST_12051,Karen Brown,2024-12-14,2024-12-16,OPEN,0.0,,,35.6,LOW,14,Physical Visit,2025-01-12,2025-01-26,1,SLA Breach
CASE_11053,323166,18,SME,555,0.31,1,DCA_D,75,2,0,CUST_12052,Karen Garcia,2024-12-28,2024-12-29,OPEN,0.0,,,40.8,LOW,2,Email,2025-01-08,2025-01-24,1,SLA Breach
CASE_11054,263970,13,SME,733,0.64,1,DCA_D,74,0,1,CUST_12053,Charles Johnson,2025-01-02,2025-01-04,PAID,255415.63,2025-01-07,2025-01-07,23.5,LOW,4,Call,2025-01-07,,0,
CASE_11055,329135,132,SME,715,0.6,1,DCA_D,90,0,0,CUST_12054,William Jones,2024-09-05,2024-09-08,OPEN,0.0,,,51.6,MEDIUM,10,Call,2024-12-18,2025-01-23,0,
CASE_11056,176999,23,Enterprise,387,0.64,0,DCA_A,73,0,0,CUST_12055,Rodriguez Solutions,2024-12-23,2024-12-23,OPEN,0.0,,,47.2,LOW,14,SMS,2024-12-31,2025-01-17,1,High Value Risk
CASE_11057,236449,62,SME,533,0.58,0,DCA_A,69,0,0,CUST_12056,Linda Gonzalez,2024-11-14,2024-11-15,IN_PROGRESS,0.0,,,42.6,LOW,3,Call,2024-11-24,2025-01-26,0,
CASE_11058,486306,54,SME,829,0.89,0,DCA_C,55,2,0,CUST_12057,Robert Williams,2024-11-22,2024-11-23,DISPUTE,0.0,,,13.9,LOW,7,Legal Notice,2025-01-12,2025-01-26,1,Refusal to Pay
CASE_11059,316997,69,Enterprise,410,0.88,0,DCA_D,74,1,0,CUST_12058,Davis Enterprises,2024-11-07,2024-11-09,OPEN,0.0,,,55.3,MEDIUM,10,Call,2024-11-28,2025-01-16,1,SLA Breach
CASE_11060,36826,168,SME,876,0.38,0,DCA_A,64,0,0,CUST_12059,Linda Williams,2024-07-31,2024-07-31,OPEN,0.0,,,35.0,LOW,8,Legal Notice,2024-10-12,2025-01-17,0,
CASE_11061,310023,14,Enterprise,537,0.65,0,DCA_D,63,2,0,CUST_12060,Rodriguez Holdings,2025-01-01,2025-01-02,IN_PROGRESS,0.0,,,31.6,LOW,6,Legal Notice,2025-01-08,2025-01-29,1,SLA Breach
CASE_11062,193337,98,Enterprise,663,0.92,0,DCA_B,74,1,1,CUST_12061,Miller Group,2024-10-09,2024-10-12,PAID,188289.5,2025-01-05,2025-01-05,38.8,LOW,1,Legal Notice,2024-11-02,,1,SLA Breach
CASE_11063,77361,28,SME,708,0.69,1,DCA_D,54,2,1,CUST_12062,Linda Brown,2024-12-18,2024-12-19,PAID,74932.26,2025-01-09,2025-01-09,29.1,LOW,11,Call,2024-12-23,,1,SLA Breach
CASE_11064,245028,95,SME,586,0.82,0,DCA_C,82,1,0,CUST_12063,Elizabeth Martinez,2024-10-12,2024-10-12,IN_PROGRESS,0.0,,,45.1,LOW,14,SMS,2024-12-27,2025-01-26,1,SLA Breach
CASE_11065,345134,71,SME,517,0.54,1,DCA_B,66,4,1,CUST_12064,Robert Lopez,2024-11-05,2024-11-06,PAID,339430.68,2024-12-13,2024-12-13,56.1,MEDIUM,10,Physical Visit,2024-12-01,,1,SLA Breach
CASE_11066,356931,67,Enterprise,702,0.55,0,DCA_D,97,1,0,CUST_12065,Smith Technologies,2024-11-09,2024-11-12,IN_PROGRESS,0.0,,,28.3,LOW,4,Email,2024-11-30,2025-01-17,1,SLA Breach
CASE_11067,222256,157,SME,521,0.51,0,DCA_C,82,3,1,CUST_12066,Barbara Anderson,2024-08-11,2024-08-13,PAID,218298.05,2024-09-30,2024-09-30,64.8,MEDIUM,4,Legal Notice,2024-09-12,,1,SLA Breach
CASE_11068,45736,100,SME,644,0.31,0,DCA_C,70,3,1,CUST_12067,Susan Wilson,2024-10-07,2024-10-09,PAID,45076.31,2025-01-02,2025-01-02,40.9,LOW,2,Legal Notice,2024-11-06,,1,SLA Breach
CASE_11069,291674,61,SME,783,0.9,1,DCA_A,80,2,0,CUST_12068,Patricia Wilson,2024-11-15,2024-11-18,IN_PROGRESS,0.0,,,29.6,LOW,7,SMS,2024-12-18,2025-01-20,1,SLA Breach
CASE_11070,214124,103,SME,412,0.53,0,DCA_B,60,1,1,CUST_12069,Thomas Davis,2024-10-04,2024-10-06,PAID,196003.44,2025-01-14,2025-01-14,62.7,MEDIUM,10,Legal Notice,2024-11-26,,1,SLA Breach
CASE_11071,183130,137,SME,317,0.54,1,DCA_A,75,0,0,CUST_12070,Elizabeth Brown,2024-08-31,2024-09-02,OPEN,0.0,,,88.9,HIGH,5,SMS,2024-12-23,2025-01-27,0,
CASE_11072,111080,119,Enterprise,751,0.79,1,DCA_A,82,2,0,CUST_12071,Johnson Technologies,2024-09-18,2024-09-20,OPEN,0.0,,,45.4,LOW,8,WhatsApp Reminder,2024-11-27,2025-01-23,1,Contact Info Invalid
CASE_11073,472310,17,Enterprise,518,0.64,0,DCA_C,91,1,1,CUST_12072,Garcia Systems,2024-12-29,2024-12-30,PAID,470812.36,2025-01-01,2025-01-01,34.0,LOW,7,Call,2024-12-30,,1,SLA Breach
CASE_11074,341399,49,Enterprise,460,0.54,0,DCA_D,62,1,1,CUST_12073,Garcia Inc,2024-11-27,2024-11-29,PAID,331546.8,2024-12-19,2024-12-19,46.3,LOW,3,Email,2024-12-04,,1,SLA Breach
CASE_11075,140958,78,SME,369,0.87,0,DCA_D,79,1,1,CUST_12074,Barbara Jones,2024-10-29,2024-10-31,PAID,134474.28,2025-01-09,2025-01-09,61.1,MEDIUM,14,Call,2024-11-25,,1,SLA Breach
CASE_11076,393742,46,SME,306,0.84,0,DCA_B,90,0,0,CUST_12075,Joseph Hernandez,2024-11-30,2024-12-02,DISPUTE,0.0,,,59.7,MEDIUM,2,Physical Visit,2024-12-15,2025-01-20,1,Dispute Raised
CASE_11077,229793,93,SME,300,0.93,1,DCA_B,82,0,0,CUST_12076,Michael Lopez,2024-10-14,2024-10-14,DISPUTE,0.0,,,80.7,HIGH,13,Call,2024-12-18,2025-01-16,1,SLA Breach
CASE_11078,123623,121,SME,398,0.72,1,DCA_B,72,2,0,CUST_12077,Mary Wilson,2024-09-16,2024-09-16,OPEN,0.0,,,78.0,HIGH,13,Physical Visit,2025-01-07,2025-01-21,1,SLA Breach
CASE_11079,304531,13,SME,898,0.75,1,DCA_A,59,4,1,CUST_12078,Susan Hernandez,2025-01-02,2025-01-05,PAID,288308.24,2025-01-05,2025-01-05,8.5,LOW,11,SMS,2025-01-05,,1,SLA Breach
CASE_11080,157647,45,Enterprise,891,0.51,1,DCA_D,55,1,0,CUST_12079,Gonzalez Logistics,2024-12-01,2024-12-02,OPEN,0.0,,,16.3,LOW,6,Email,2024-12-12,2025-01-16,1,SLA Breach
CASE_11081,117260,17,SME,614,0.36,1,DCA_B,83,0,0,CUST_12080,Robert Lopez,2024-12-29,2024-12-29,OPEN,0.0,,,35.2,LOW,10,WhatsApp Reminder,2025-01-06,2025-01-18,0,
CASE_11082,437859,47,SME,333,0.37,1,DCA_D,87,2,0,CUST_12081,William Martinez,2024-11-29,2024-11-29,OPEN,0.0,,,67.4,MEDIUM,14,Physical Visit,2025-01-12,2025-01-27,1,SLA Breach
CASE_11083,408316,62,SME,525,0.72,1,DCA_D,79,3,0,CUST_12082,Michael Johnson,2024-11-14,2024-11-17,IN_PROGRESS,0.0,,,53.3,MEDIUM,4,Call,2024-12-18,2025-01-29,1,SLA Breach
CASE_11084,458572,178,SME,778,0.37,0,DCA_B,82,1,0,CUST_12083,Karen Anderson,2024-07-21,2024-07-23,OPEN,0.0,,,46.1,LOW,13,Physical Visit,2024-09-09,2025-01-22,1,SLA Breach
CASE_11085,406072,43,SME,790,0.89,0,DCA_C,95,4,1,CUST_12084,John Johnson,2024-12-03,2024-12-04,PAID,367490.59,2024-12-31,2024-12-31,15.0,LOW,5,SMS,2024-12-21,,1,SLA Breach
CASE_11086,436385,68,SME,522,0.76,0,DCA_B,70,0,0,CUST_12085,Richard Miller,2024-11-08,2024-11-11,IN_PROGRESS,0.0,,,44.9,LOW,12,Email,2024-11-22,2025-01-21,0,
CASE_11087,427020,124,SME,819,0.45,1,DCA_D,56,0,0,CUST_12086,Jessica Smith,2024-09-13,2024-09-14,OPEN,0.0,,,40.4,LOW,11,WhatsApp Reminder,2024-12-05,2025-01-17,0,
CASE_11088,171862,109,SME,542,0.48,0,DCA_D,91,1,0,CUST_12087,Joseph Wilson,2024-09-28,2024-09-30,IN_PROGRESS,0.0,,,52.2,MEDIUM,3,Legal Notice,2024-11-26,2025-01-20,1,SLA Breach
CASE_11089,298132,28,SME,387,0.76,0,DCA_B,59,3,0,CUST_12088,John Brown,2024-12-18,2024-12-18,IN_PROGRESS,0.0,,,48.3,LOW,4,Physical Visit,2024-12-19,2025-01-29,1,SLA Breach
CASE_11090,343592,173,Enterprise,779,0.84,0,DCA_C,99,1,0,CUST_12089,Anderson LLC,2024-07-26,2024-07-26,OPEN,0.0,,,44.9,LOW,2,Legal Notice,2024-11-13,2025-01-17,1,SLA Breach
CASE_11091,436722,169,SME,608,0.85,0,DCA_D,56,0,1,CUST_12090,Thomas Rodriguez,2024-07-30,2024-08-01,PAID,413922.19,2024-10-08,2024-10-08,59.6,MEDIUM,10,SMS,2024-08-25,,0,
CASE_11092,380574,94,SME,839,0.69,1,DCA_D,58,1,1,CUST_12091,Thomas Garcia,2024-10-13,2024-10-14,PAID,349598.34,2024-11-19,2024-11-19,31.9,LOW,9,WhatsApp Reminder,2024-11-06,,1,SLA Breach
CASE_11093,223976,118,SME,767,0.4,1,DCA_C,55,0,1,CUST_12092,Barbara Martinez,2024-09-19,2024-09-19,PAID,209329.71,2024-12-10,2024-12-10,43.8,LOW,9,Physical Visit,2024-12-09,,0,
CASE_11094,465522,164,SME,441,0.83,0,DCA_B,53,3,0,CUST_12093,John Smith,2024-08-04,2024-08-05,OPEN,0.0,,,73.6,MEDIUM,5,Call,2024-09-30,2025-01-19,1,SLA Breach
CASE_11095,410521,91,SME,389,0.81,1,DCA_C,80,2,0,CUST_12094,John Garcia,2024-10-16,2024-10-17,IN_PROGRESS,0.0,,,72.1,MEDIUM,3,Email,2024-12-05,2025-01-29,1,SLA Breach
CASE_11096,146041,84,SME,612,0.84,0,DCA_D,99,2,1,CUST_12095,Robert Garcia,2024-10-23,2024-10-25,PAID,137729.57,2024-11-27,2024-11-27,40.3,LOW,2,Legal Notice,2024-10-31,,1,SLA Breach
CASE_11097,279548,33,Enterprise,479,0.4,1,DCA_B,75,2,0,CUST_12096,Davis Holdings,2024-12-13,2024-12-15,OPEN,0.0,,,51.1,MEDIUM,10,SMS,2024-12-15,2025-01-18,1,SLA Breach
CASE_11098,407205,25,Enterprise,848,0.74,1,DCA_A,58,1,1,CUST_12097,Martinez Enterprises,2024-12-21,2024-12-21,PAID,404024.43,2025-01-05,2025-01-05,15.7,LOW,10,Physical Visit,2025-01-05,,1,SLA Breach
CASE_11099,463521,19,Enterprise,301,0.92,0,DCA_A,50,1,0,CUST_12098,Gonzalez Inc,2024-12-27,2024-12-27,IN_PROGRESS,0.0,,,54.1,MEDIUM,2,SMS,2024-12-28,2025-01-17,1,SLA Breach
CASE_11100,434199,175,SME,333,0.47,1,DCA_C,87,1,0,CUST_12099,Jessica Williams,2024-07-24,2024-07-25,OPEN,0.0,,,95.9,HIGH,7,WhatsApp Reminder,2024-11-17,2025-01-17,1,SLA Breach
CASE_11101,246356,106,Enterprise,613,0.77,1,DCA_C,62,2,1,CUST_12100,Anderson Solutions,2024-10-01,2024-10-04,PAID,235088.82,2024-12-16,2024-12-16,55.1,MEDIUM,12,Physical Visit,2024-10-31,,1,SLA Breach
CASE_11102,175534,33,Enterprise,525,0.47,0,DCA_C,79,0,0,CUST_12101,Hernandez Technologies,2024-12-13,2024-12-14,DISPUTE,0.0,,,36.9,LOW,8,Physical Visit,2024-12-31,2025-01-29,1,High Value Risk
CASE_11103,286504,67,Enterprise,884,0.5,0,DCA_C,70,1,1,CUST_12102,Brown Technologies,2024-11-09,2024-11-12,PAID,282981.4,2025-01-07,2025-01-07,11.8,LOW,14,WhatsApp Reminder,2024-12-22,,1,SLA Breach
CASE_11104,352801,142,SME,663,0.62,0,DCA_B,53,2,0,CUST_12103,Elizabeth Brown,2024-08-26,2024-08-26,OPEN,0.0,,,48.6,LOW,3,WhatsApp Reminder,2024-10-27,2025-01-28,1,SLA Breach
CASE_11105,424503,161,Enterprise,806,0.88,0,DCA_B,57,4,1,CUST_12104,Gonzalez Inc,2024-08-07,2024-08-10,PAID,410321.47,2024-09-19,2024-09-19,39.8,LOW,5,Call,2024-09-10,,1,SLA Breach
CASE_11106,201544,42,Enterprise,415,0.33,0,DCA_D,65,0,0,CUST_12105,Miller Logistics,2024-12-04,2024-12-04,IN_PROGRESS,0.0,,,48.9,LOW,10,Email,2024-12-10,2025-01-25,0,
CASE_11107,251512,95,SME,413,0.94,1,DCA_D,58,0,1,CUST_12106,Michael Wilson,2024-10-12,2024-10-13,PAID,234592.3,2024-12-15,2024-12-15,70.8,MEDIUM,10,Physical Visit,2024-12-15,,0,
CASE_11108,245037,47,SME,841,0.8,1,DCA_D,94,2,0,CUST_12107,John Gonzalez,2024-11-29,2024-11-30,OPEN,0.0,,,21.3,LOW,1,Legal Notice,2025-01-12,2025-01-23,1,SLA Breach
CASE_11109,459529,35,Enterprise,894,0.53,0,DCA_D,63,2,0,CUST_12108,Rodriguez LLC,2024-12-11,2024-12-13,OPEN,0.0,,,3.8,LOW,1,Physical Visit,2024-12-27,2025-01-22,1,SLA Breach
CASE_11110,39160,117,SME,778,0.53,0,DCA_B,58,2,0,CUST_12109,Sarah Rodriguez,2024-09-20,2024-09-21,OPEN,0.0,,,32.5,LOW,4,Physical Visit,2024-10-13,2025-01-17,1,SLA Breach
CASE_11111,273933,160,SME,406,0.61,1,DCA_C,81,1,0,CUST_12110,Joseph Smith,2024-08-08,2024-08-10,OPEN,0.0,,,85.9,HIGH,11,Legal Notice,2024-11-02,2025-01-19,1,SLA Breach
CASE_11112,163253,76,SME,614,0.87,0,DCA_D,85,0,0,CUST_12111,Jennifer Brown,2024-10-31,2024-11-02,IN_PROGRESS,0.0,,,38.3,LOW,12,Email,2024-12-21,2025-01-23,0,
CASE_11113,150457,179,SME,451,0.31,1,DCA_A,77,1,0,CUST_12112,Jennifer Jones,2024-07-20,2024-07-22,IN_PROGRESS,0.0,,,86.1,HIGH,8,Email,2024-08-08,2025-01-17,1,SLA Breach
CASE_11114,349741,142,Enterprise,459,0.66,0,DCA_B,65,0,0,CUST_12113,Johnson Enterprises,2024-08-26,2024-08-26,OPEN,0.0,,,67.1,MEDIUM,8,Email,2024-12-20,2025-01-19,0,
CASE_11115,70641,146,SME,374,0.34,0,DCA_A,61,2,0,CUST_12114,Joseph Brown,2024-08-22,2024-08-22,DISPUTE,0.0,,,75.7,HIGH,5,Call,2024-10-11,2025-01-25,1,Dispute Raised
CASE_11116,311391,128,Enterprise,648,0.38,0,DCA_B,81,2,1,CUST_12115,Jones Group,2024-09-09,2024-09-10,PAID,292376.51,2024-09-26,2024-09-26,46.8,LOW,4,Legal Notice,2024-09-22,,1,SLA Breach
CASE_11117,91673,55,Enterprise,486,0.75,1,DCA_B,96,1,0,CUST_12116,Lopez Holdings,2024-11-21,2024-11-24,OPEN,0.0,,,55.3,MEDIUM,4,Legal Notice,2025-01-01,2025-01-19,1,SLA Breach
CASE_11118,236322,98,SME,638,0.45,0,DCA_C,66,1,0,CUST_12117,Charles Rodriguez,2024-10-09,2024-10-12,OPEN,0.0,,,41.1,LOW,5,Physical Visit,2025-01-09,2025-01-25,1,SLA Breach
CASE_11119,272688,108,SME,688,0.33,0,DCA_C,59,4,1,CUST_12118,Robert Smith,2024-09-29,2024-10-01,PAID,267350.76,2024-12-20,2024-12-20,38.7,LOW,14,WhatsApp Reminder,2024-11-21,,1,SLA Breach
CASE_11120,251855,49,Enterprise,793,0.41,1,DCA_D,99,2,0,CUST_12119,Johnson Holdings,2024-11-27,2024-11-29,OPEN,0.0,,,26.1,LOW,11,Call,2024-12-26,2025-01-23,1,SLA Breach
CASE_11121,411491,113,Enterprise,468,0.44,0,DCA_D,92,1,0,CUST_12120,Johnson Technologies,2024-09-24,2024-09-27,DISPUTE,0.0,,,59.8,MEDIUM,5,SMS,2024-11-21,2025-01-23,1,SLA Breach
CASE_11122,241361,134,SME,352,0.8,0,DCA_A,54,5,1,CUST_12121,Joseph Jones,2024-09-03,2024-09-05,PAID,220307.17,2025-01-10,2025-01-10,75.1,HIGH,4,Email,2024-10-29,,1,SLA Breach
CASE_11123,68248,70,Enterprise,556,0.71,0,DCA_A,78,0,0,CUST_12122,Brown Logistics,2024-11-06,2024-11-08,OPEN,0.0,,,42.3,LOW,13,SMS,2024-12-29,2025-01-29,0,
CASE_11124,301694,86,SME,871,0.78,0,DCA_D,74,3,0,CUST_12123,Michael Rodriguez,2024-10-21,2024-10-21,OPEN,0.0,,,17.2,LOW,14,Email,2024-12-26,2025-01-17,1,SLA Breach
CASE_11125,320837,136,SME,521,0.54,0,DCA_D,86,4,0,CUST_12124,Linda Gonzalez,2024-09-01,2024-09-01,DISPUTE,0.0,,,60.1,MEDIUM,13,Email,2024-12-27,2025-01-18,1,SLA Breach
CASE_11126,396068,143,Enterprise,887,0.37,1,DCA_C,76,3,0,CUST_12125,Davis Corp,2024-08-25,2024-08-27,OPEN,0.0,,,38.4,LOW,10,Legal Notice,2024-12-13,2025-01-27,1,High Value Risk
CASE_11127,417857,154,SME,345,0.82,1,DCA_D,92,1,0,CUST_12126,Patricia Wilson,2024-08-14,2024-08-17,OPEN,0.0,,,90.1,HIGH,2,Call,2024-12-28,2025-01-23,1,SLA Breach
CASE_11128,207821,39,Enterprise,559,0.39,0,DCA_C,57,2,1,CUST_12127,Martinez Technologies,2024-12-07,2024-12-08,PAID,201620.35,2024-12-16,2024-12-16,35.1,LOW,5,SMS,2024-12-13,,1,SLA Breach
CASE_11129,260949,131,SME,314,0.55,0,DCA_D,94,2,1,CUST_12128,David Hernandez,2024-09-06,2024-09-08,PAID,241380.72,2024-10-09,2024-10-09,77.8,HIGH,11,Email,2024-10-07,,1,SLA Breach
CASE_11130,347165,10,Enterprise,311,0.47,1,DCA_A,71,0,0,CUST_12129,Garcia Systems,2025-01-05,2025-01-05,OPEN,0.0,,,61.2,MEDIUM,10,Legal Notice,2025-01-09,2025-01-26,0,
CASE_11131,282749,3,SME,300,0.49,0,DCA_C,82,2,0,CUST_12130,David Hernandez,2025-01-12,2025-01-14,OPEN,0.0,,,50.7,MEDIUM,9,Email,2025-01-15,2025-01-19,1,SLA Breach
CASE_11132,55713,46,SME,376,0.69,1,DCA_B,57,0,1,CUST_12131,Michael Hernandez,2024-11-30,2024-12-01,PAID,51807.32,2024-12-10,2024-12-10,63.3,MEDIUM,3,Legal Notice,2024-12-01,,0,
CASE_11133,418606,150,SME,841,0.41,0,DCA_D,56,0,0,CUST_12132,Michael Brown,2024-08-18,2024-08-20,IN_PROGRESS,0.0,,,34.2,LOW,12,WhatsApp Reminder,2024-12-31,2025-01-26,0,
CASE_11134,342547,67,SME,349,0.59,0,DCA_B,80,2,0,CUST_12133,Charles Miller,2024-11-09,2024-11-12,OPEN,0.0,,,60.4,MEDIUM,10,WhatsApp Reminder,2024-11-14,2025-01-24,1,SLA Breach
